term,coef,odds_ratio,ci_low,ci_high,or_ci_low,or_ci_high
"identifica_ia_Sí, fácilmente",0.7364166649575419,2.088438515470171,0.011696949206527418,1.4611363807085564,1.0117656260254408,4.31085551901284
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_No sé",-0.9146835881357311,0.4006433743544206,-2.2098209228590155,0.38045374658755304,0.10972029515309104,1.4629482466314194
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_Sí, ahora confío menos",-0.7825342171703664,0.45724578167823676,-1.5713368732770094,0.00626843893627671,0.20776723814180958,1.0062881267153414
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_Sí, ahora confío más",-0.7808082552923449,0.458035651913175,-2.039561851015327,0.4779453404306374,0.1300856953089992,1.612757328353333
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_No sé/no aplica,0.21485747241184908,1.2396851950329963,-1.2065750159761846,1.6362899607998826,0.2992203513502747,5.1360790663097635
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Poco,-0.07193791973651467,0.93058866520755,-1.0478911947437286,0.9040153552706992,0.35067647832010373,2.4694991462252385
"¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Sí, algo",-0.16171623808433894,0.8506825616079429,-1.0153994152060128,0.6919669390373351,0.36225770969495497,1.9976409093769791
"¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Sí, mucho",-1.2190296538661427,0.29551678141022725,-2.670992453179875,0.23293314544758936,0.0691835298122951,1.2622970861995533
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Nunca",-1.7455008273215056,0.17455754388404335,-3.264533382777061,-0.22646827186595053,0.03821476259044085,0.797344640169285
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Rara vez",-0.5175270214297442,0.5959926039761684,-1.5136573385827252,0.478603295723237,0.22010351103392947,1.6138187997352655
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Siempre",0.20692761370786625,1.2298935411253307,-0.6551670117832685,1.069022239199001,0.5193553168858496,2.912530349302792
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_No estoy seguro/a",0.8719346633535812,2.391533192373891,-0.012363302484239336,1.7562326291914017,0.9877128091532933,5.790580983888401
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_Sí",-0.0006534182417573819,0.9993467951894528,-1.2963458338000182,1.2950389973165033,0.2735294912679373,3.651138355963064
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_No sé,0.7042612408214952,2.0223521017444694,-0.8155065749463131,2.2240290565893037,0.4424151541529164,9.244502556114155
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_Sí,0.8343758521328211,2.3033759523534703,-0.32373887958143754,1.9924905838470797,0.7234391224450056,7.333776420535749
1/2,-0.5775352843671958,0.5612800588620978,-4.6133248230928015,3.45825425435841,0.00991878521754407,31.761480621539654
2/3,0.9863164583872509,2.681339433762279,0.6922045098069539,1.2804284069675478,1.9981155468430036,3.5981808811848053
3/4,0.6574827449925171,1.9299280935456962,0.42008441597673374,0.8948810740083005,1.5220900389128476,2.4470447549326555
4/5,1.0077034973094219,2.7393029694059727,0.6749198895994519,1.3404871050193918,1.9638756428035482,3.820904233775358
