feature,importance
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Totalmente en desacuerdo,0.008452122109633328
¿Con qué frecuencia utiliza redes sociales?_Varias veces al día,0.008112119044193716
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Totalmente de acuerdo,0.008019034691288963
rol_uce_Docente,0.007991839683131495
¿Participó activamente en redes sociales o medios digitales durantes las ultimas elecciones presidenciales de 2025?_No,0.007719527588433361
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Poco,0.007668872568678309
genero_Masculino,0.007533375361611314
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Rara vez",0.007445320149780413
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Varias veces a la semana",0.007293778995848188
conoce_ia_No estoy seguro/a,0.007266929158253758
genero_Femenino,0.007239718266540982
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_Ni de acuerdo ni en desacuerdo,0.007130549246743089
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_De acuerdo,0.007015053733405187
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Ignoré,0.006939766754971024
¿Por quién votó en la segunda vuelta presidencial de 2025?_Prefiero no responder,0.006853596566926063
Percepción sobre el uso de IA en campañas políticas [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_De acuerdo,0.006852564485604161
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_Totalmente de acuerdo,0.006719339027340427
¿Por quién votó en la segunda vuelta presidencial de 2025?_Luisa González,0.006631315946450779
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_De acuerdo,0.006588883493488245
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_De acuerdo,0.0064510095795336
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_En desacuerdo,0.0064057562415388535
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_En desacuerdo,0.006331153539156033
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_De acuerdo,0.006189180359946574
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_De acuerdo,0.006143538056022946
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_Totalmente en desacuerdo,0.006137148147858605
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_Totalmente en desacuerdo,0.006088411816494488
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_Sí, ahora confío más",0.005966780301481763
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Administrativas,0.0058855329705056825
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_Sí,0.005875081498844787
¿Por quién votó en la segunda vuelta presidencial de 2025?_Nulo/blanco,0.005853629001820025
rol_uce_Estudiante de pregrado,0.005765141869691952
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_No estoy seguro/a",0.005614415057033471
conoce_ia_No,0.005474074168418732
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_No sé/no aplica,0.005398226992462694
"¿Vio alguna vez un video, imagen, audio o noticia política de la campaña entre Luisa González y Daniel Noboa que le pareció “falso”, “manipulado” o generado con IA?_No",0.005292067670752347
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_Totalmente en desacuerdo,0.005256833900621794
¿Participó activamente en redes sociales o medios digitales durantes las ultimas elecciones presidenciales de 2025?_Prefiero no responder,0.005185490140773071
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Una vez al día",0.0050659225879385915
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_Ni de acuerdo ni en desacuerdo,0.004991578774852423
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_No,0.004910220013383453
¿A través de qué dispositivos accede principalmente a Internet?_Computadora,0.004808335961576991
percibe_automatizacion_No,0.004729681825453364
¿Con qué frecuencia utiliza redes sociales?_Varias veces a la semana,0.0047186842839073775
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_Totalmente en desacuerdo,0.004691537948978475
"¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Sí, mucho",0.004690112215424007
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Comenté,0.00467990644044967
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_No sé",0.004539731211331879
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_En desacuerdo,0.004368662791542653
"identifica_ia_No, me resulta difícil distinguirlo",0.004317440102481666
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Económicas,0.0040862059751207705
¿Con qué frecuencia utiliza redes sociales?_Una vez al día,0.003929566825051134
rol_uce_Estudiante de posgrado,0.0036135533107699855
Percepción sobre el uso de IA en campañas políticas [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_Totalmente de acuerdo,0.003582406729244018
"¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Reaccioné (me gusta, me enfada, etc.)",0.0033840883840692143
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_No tuve interacción,0.0031394060092588033
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_En desacuerdo,0.0030206763789895805
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Nunca",0.002627122502410781
¿A través de qué dispositivos accede principalmente a Internet?_Smartphone;Computadora;Tablet,0.0025575184572514853
¿A través de qué dispositivos accede principalmente a Internet?_Computadora;Tablet,0.002493137749329815
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_No sé,0.0023552222811926305
¿A través de qué dispositivos accede principalmente a Internet?_Tablet,0.0023062280851834016
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_Totalmente de acuerdo,0.0021509320888010324
edad_35–44,0.0019398216126972666
¿Por quién votó en la segunda vuelta presidencial de 2025?_No voté,0.0016775794328990118
¿A qué facultad o unidad académica pertenece?_Facultad de Comunicación Social,0.0013882441244917301
