feature,importance
¿A través de qué dispositivos accede principalmente a Internet?_Smartphone,0.01162384327712471
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Solo leí/vi,0.011570394936426757
¿Por quién votó en la segunda vuelta presidencial de 2025?_Prefiero no responder,0.011292947303156838
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_No",0.011260781949327616
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_En desacuerdo,0.0111845437133497
genero_Femenino,0.010967069289694565
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_No estoy seguro/a",0.010873661060748697
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_Ni de acuerdo ni en desacuerdo,0.01075574422317198
Percepción sobre el uso de IA en campañas políticas [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_Ni de acuerdo ni en desacuerdo,0.01038441288246419
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Siempre",0.01027882058927463
genero_Masculino,0.009998062892605882
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Ignoré,0.009959831244469365
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_Totalmente de acuerdo,0.009886801383560444
"¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Sí, algo",0.009866313066402397
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Ni de acuerdo ni en desacuerdo,0.009718093563098747
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_Totalmente en desacuerdo,0.00935193973172423
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_De acuerdo,0.009284890000966335
¿A qué facultad o unidad académica pertenece?_Facultad de Ingeniería y Ciencias Aplicadas,0.009282897581843173
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Totalmente de acuerdo,0.009193037319598831
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_De acuerdo,0.009153897362494546
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_Sí,0.009001843025911015
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_Ni de acuerdo ni en desacuerdo,0.008480885259787116
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_Ni de acuerdo ni en desacuerdo,0.008173419508239835
"¿Vio alguna vez un video, imagen, audio o noticia política de la campaña entre Luisa González y Daniel Noboa que le pareció “falso”, “manipulado” o generado con IA?_No estoy seguro/a",0.00799707236204957
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Varias veces a la semana",0.007856451966642355
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Rara vez",0.0077513355513776395
¿Con qué frecuencia utiliza redes sociales?_Varias veces al día,0.007740875238553032
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_Totalmente de acuerdo,0.007657269903904114
conoce_ia_No estoy seguro/a,0.00737762391871809
rol_uce_Estudiante de pregrado,0.0073117756140750265
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_Ni de acuerdo ni en desacuerdo,0.007304662516284272
conoce_ia_No,0.007302658179093085
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_Sí, ahora confío más",0.007274130413692302
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_No,0.006954626052210559
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_De acuerdo,0.0068924105888005715
¿Participó activamente en redes sociales o medios digitales durantes las ultimas elecciones presidenciales de 2025?_Sí,0.0067268916534699505
"¿Vio alguna vez un video, imagen, audio o noticia política de la campaña entre Luisa González y Daniel Noboa que le pareció “falso”, “manipulado” o generado con IA?_No",0.0061164197929258245
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_Totalmente en desacuerdo,0.006042221034096926
"¿A través de qué dispositivos accede principalmente a Internet?_Smartphone, Computadora, Tablet",0.005790664404535204
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_Sí",0.005649044789745943
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_En desacuerdo,0.005497173854242657
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Totalmente en desacuerdo,0.005459672859587678
¿Por quién votó en la segunda vuelta presidencial de 2025?_Nulo/blanco,0.005388668164099157
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_Totalmente en desacuerdo,0.005059521225448723
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_Totalmente en desacuerdo,0.005043424699864171
¿Por quién votó en la segunda vuelta presidencial de 2025?_Luisa González,0.004968629869061882
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_No sé",0.004725002314498496
"¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Reaccioné (me gusta, me enfada, etc.)",0.004651080685802442
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Una vez al día",0.00464986022950048
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Nunca",0.004630122805063759
¿Con qué frecuencia utiliza redes sociales?_Varias veces a la semana,0.004629920471031898
"¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Sí, mucho",0.0044456116334167795
Percepción sobre el uso de IA en campañas políticas [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_Totalmente de acuerdo,0.004431388234776171
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_De acuerdo,0.003831210640560745
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_En desacuerdo,0.0034713532021090174
"¿A qué facultad o unidad académica pertenece?_Facultad de Ingeniería en Geología, Minas, Petróleos y Ambiental",0.0034160381931406317
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_En desacuerdo,0.002961374717362638
edad_45–54,0.0029314811613635936
percibe_automatizacion_No,0.002843005246192658
¿Con qué frecuencia utiliza redes sociales?_Una vez al día,0.0028247583277304605
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_En desacuerdo,0.0023909274106750445
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_No sé/no aplica,0.002283696505311986
rol_uce_Docente,0.0022604693704559122
¿A través de qué dispositivos accede principalmente a Internet?_Computadora,0.002258334300814653
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_Totalmente de acuerdo,0.0022324829501248985
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Agrícolas,0.002032013710940026
rol_uce_Estudiante de posgrado,0.0018774522308325503
¿Con qué frecuencia utiliza redes sociales?_Rara vez,0.0018153010252193948
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_No sé,0.0015263319144197287
¿Por quién votó en la segunda vuelta presidencial de 2025?_No voté,0.0014847619610039006
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_No tuve interacción,0.0013277474332729557
edad_35–44,0.0013084330449502943
rol_uce_Personal administrativo,0.0012672783285119279
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Administrativas,0.0011855753552337468
genero_Otros,0.0011004974759241612
"identifica_ia_No, me resulta difícil distinguirlo",0.00108439409225261
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Comenté,0.0006415771083785476
¿A qué facultad o unidad académica pertenece?_Facultad de Comunicación Social,0.0004732950170065096
¿A qué facultad o unidad académica pertenece?_Facultad de Arquitectura y Urbanismo,0.0004294362023189744
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Psicológicas,0.0003947649740486425
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Compartí,0.0003776873991374239
"¿A qué facultad o unidad académica pertenece?_Facultad de Filosofía, Letras y Ciencias de la Educación",8.053942030498877e-05
¿A través de qué dispositivos accede principalmente a Internet?_Tablet,7.566846575459399e-05
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Nunca",3.7146836941398035e-05
"¿A qué facultad o unidad académica pertenece?_Facultad de Jurisprudencia, Ciencias Políticas y Sociales",0.0
¿A qué facultad o unidad académica pertenece?_Facultad de Cultura Física,0.0
¿A qué facultad o unidad académica pertenece?_Facultad de Derecho,0.0
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Médicas,0.0
¿A qué facultad o unidad académica pertenece?_No pertenece a ninguna facultad / Área administrativa,0.0
¿A qué facultad o unidad académica pertenece?_Facultad de Artes,0.0
reside_quito_Sí,0.0
edad_55–64,0.0
¿A través de qué dispositivos accede principalmente a Internet?_celular,0.0
"¿A través de qué dispositivos accede principalmente a Internet?_Computadora, Tablet",0.0
"¿A través de qué dispositivos accede principalmente a Internet?_Smartphone, Celular",0.0
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Biológicas,0.0
¿A qué facultad o unidad académica pertenece?_Facultad de Ciencias Económicas,0.0
